BIPA	GRAPHEME	COUNT	SYMBOLS
rˤ	rˤ	4	◌r ◌ˤ
r̝	r̝	2	◌r ◌̝
r̥	r̥	26	◌r ◌̥
r̥ʲ	r̥ʲ	2	◌r ◌̥ ◌ʲ
r̥ʲː	r̥ʲː	1	◌r ◌̥ ◌ʲ ◌ː
r̥ː	r̥ː	1	◌r ◌̥ ◌ː
r̩	r̩	3	◌r ◌̩
r̩ː	r̩ː	1	◌r ◌̩ ◌ː
r̪	r̪	17	◌r ◌̪
r̺	r̺	24	◌r ◌̺
r̺ʲ	r̺ʲ	1	◌r ◌̺ ◌ʲ
r̺̥	r̺̥	1	◌r ◌̺ ◌̥
s	s	345	◌s
sʰ	sʰ	22	◌s ◌ʰ
sʲ	sʲ	30	◌s ◌ʲ
sʲʰ	sʲʰ	1	◌s ◌ʲ ◌ʰ
sʲː	sʲː	1	◌s ◌ʲ ◌ː
sʷ	sʷ	2	◌s ◌ʷ
sʼ	sʼ	1	◌s ◌ʼ
sː	sː	13	◌s ◌ː
s’ː	sːʼ	1	◌s ◌’ ◌ː
sˠ	sˠ	2	◌s ◌ˠ
sˤ	sˤ	9	◌s ◌ˤ
s̠	s̠	2	◌s ◌̠
s̠̻	s̠̻	1	◌s ◌̠ ◌̻
s̩	s̩	1	◌s ◌̩
s̪	s̪	42	◌s ◌̪
s̪ʲ	s̪ʲ	1	◌s ◌̪ ◌ʲ
s̪ʷ	s̪ʷ	1	◌s ◌̪ ◌ʷ
s̪ʲʷ	s̪ʷʲ	1	◌s ◌̪ ◌ʲ ◌ʷ
s̪ː	s̪ː	1	◌s ◌̪ ◌ː
s̪ˤ	s̪ˤ	1	◌s ◌̪ ◌ˤ
s̪̻	s̪̻	1	◌s ◌̪ ◌̻
s̺	s̺	28	◌s ◌̺
s̺ː	s̺ː	1	◌s ◌̺ ◌ː
s̠̺	s̺̠	1	◌s ◌̠ ◌̺
s̻	s̻	14	◌s ◌̻
sʼ	s’	1	◌s ◌ʼ
t	t	240	◌t
ts	ts	173	◌t ◌s
tsʰ	tsʰ	110	◌t ◌s ◌ʰ
tsʷʰ	tsʰʷ	1	◌t ◌s ◌ʷ ◌ʰ
tsˤʰ	tsʰˤ	1	◌t ◌s ◌ˤ ◌ʰ
tsʲ	tsʲ	16	◌t ◌s ◌ʲ
tsʲː	tsʲː	1	◌t ◌s ◌ʲ ◌ː
tsʷ	tsʷ	1	◌t ◌s ◌ʷ
tsʼ	tsʼ	29	◌t ◌s ◌ʼ
ts’ʷ	tsʼʷ	2	◌t ◌s ◌’ ◌ʷ
ts’ː	tsʼː	1	◌t ◌s ◌’ ◌ː
tsː	tsː	4	◌t ◌s ◌ː
tsʰː	tsːʰ	3	◌t ◌s ◌ʰ ◌ː
ts’ː	tsːʼ	1	◌t ◌s ◌’ ◌ː
ts̪	ts̪	1	◌t ◌s ◌̪
ts̺	ts̺	6	◌t ◌s ◌̺
ts̻	ts̻	5	◌t ◌s ◌̻
tsʼ	ts’	1	◌t ◌s ◌ʼ
tʃʰ	tŝʰ	1	◌t ◌ʃ ◌ʰ
tʃʷ	tŝʷ	1	◌t ◌ʃ ◌ʷ
tʃʷʰ	tŝʷʰ	2	◌t ◌ʃ ◌ʷ ◌ʰ
tʃ’ʷ	tŝʷʼ	2	◌t ◌ʃ ◌’ ◌ʷ
tʃʼ	tŝʼ	1	◌t ◌ʃ ◌ʼ
tɕ	tɕ	94	◌t ◌ɕ
tɕʰ	tɕʰ	57	◌t ◌ɕ ◌ʰ
tɕ’	tɕʼ	2	◌t ◌ɕ ◌’
tɕː	tɕː	1	◌t ◌ɕ ◌ː
tɬ	tɬ	1	◌t ◌ɬ
tɬʰ	tɬʰ	1	◌t ◌ɬ ◌ʰ
tɬʷʰ	tɬʰʷ	1	◌t ◌ɬ ◌ʷ ◌ʰ
tɬʼ	tɬʼ	3	◌t ◌ɬ ◌ʼ
tɬ’ʷ	tɬʼʷ	1	◌t ◌ɬ ◌’ ◌ʷ
tɬ’ː	tɬʼː	1	◌t ◌ɬ ◌’ ◌ː
tɬː	tɬː	1	◌t ◌ɬ ◌ː
tɬʰː	tɬːʰ	3	◌t ◌ɬ ◌ʰ ◌ː
tɬ’ː	tɬːʼ	2	◌t ◌ɬ ◌’ ◌ː
tɬʼ	tɬ’	1	◌t ◌ɬ ◌ʼ
ʈʂ	tʂ	5	◌ʈ ◌ʂ
ʈʂʰ	tʂʰ	4	◌ʈ ◌ʂ ◌ʰ
tʃ	tʃ	193	◌t ◌ʃ
tʃʰ	tʃʰ	92	◌t ◌ʃ ◌ʰ
tʃʷʰ	tʃʰʷ	1	◌t ◌ʃ ◌ʷ ◌ʰ
tʃˤʰ	tʃʰˤ	1	◌t ◌ʃ ◌ˤ ◌ʰ
tʃʲ	tʃʲ	6	◌t ◌ʃ ◌ʲ
tʃʷ	tʃʷ	3	◌t ◌ʃ ◌ʷ
tʃʷʰ	tʃʷʰ	1	◌t ◌ʃ ◌ʷ ◌ʰ
tʃʼ	tʃʼ	36	◌t ◌ʃ ◌ʼ
tʃ’ʷ	tʃʼʷ	2	◌t ◌ʃ ◌’ ◌ʷ
tʃʼː	tʃʼː	1	◌t ◌ʃ ◌ʼ ◌ː
tʃ’ˤ	tʃʼˤ	1	◌t ◌ʃ ◌’ ◌ˤ
tʃː	tʃː	4	◌t ◌ʃ ◌ː
tʃʰː	tʃːʰ	3	◌t ◌ʃ ◌ʰ ◌ː
tʃʲː	tʃːʲ	1	◌t ◌ʃ ◌ʲ ◌ː
tʃʷː	tʃːʷ	1	◌t ◌ʃ ◌ʷ ◌ː
tʃʼː	tʃːʼ	1	◌t ◌ʃ ◌ʼ ◌ː
tʃˤ	tʃˤ	6	◌t ◌ʃ ◌ˤ
tʃ̺	tʃ̺	1	◌t ◌ʃ ◌̺
tʃ̺ʰ	tʃ̺ʰ	1	◌t ◌ʃ ◌̺ ◌ʰ
tʃʼ	tʃ’	1	◌t ◌ʃ ◌ʼ
tʰ	tʰ	167	◌t ◌ʰ
tʲʰ	tʰʲ	3	◌t ◌ʲ ◌ʰ
tʷʰ	tʰʷ	1	◌t ◌ʷ ◌ʰ
tʲ	tʲ	27	◌t ◌ʲ
tʲʰ	tʲʰ	3	◌t ◌ʲ ◌ʰ
tʷ	tʷ	1	◌t ◌ʷ
tʷʰ	tʷʰ	3	◌t ◌ʷ ◌ʰ
t’ʷ	tʷʼ	2	◌t ◌’ ◌ʷ
tʼ	tʼ	12	◌t ◌ʼ
t’ʷ	tʼʷ	3	◌t ◌’ ◌ʷ
tː	tː	6	◌t ◌ː
ts	tˢ	1	◌t ◌s
tˤ	tˤ	8	◌t ◌ˤ
t̠	t̠	1	◌t ◌̠
t̠ʰ	t̠ʰ	1	◌t ◌̠ ◌ʰ
t̠ʲ	t̠ʲ	1	◌t ◌̠ ◌ʲ
t̪	t̪	113	◌t ◌̪
ts̪	t̪s	2	◌t ◌s ◌̪
ts̪	t̪s̪	26	◌t ◌s ◌̪
ts̪ʰ	t̪s̪ʰ	6	◌t ◌s ◌̪ ◌ʰ
ts̪ʲʰ	t̪s̪ʰʲ	1	◌t ◌s ◌̪ ◌ʲ ◌ʰ
ts̪ʷʰ	t̪s̪ʰʷ	1	◌t ◌s ◌̪ ◌ʷ ◌ʰ
ts̪ʲʷʰ	t̪s̪ʰʷʲ	1	◌t ◌s ◌̪ ◌ʲ ◌ʷ ◌ʰ
ts̪ʲ	t̪s̪ʲ	3	◌t ◌s ◌̪ ◌ʲ
ts̪ʷ	t̪s̪ʷ	1	◌t ◌s ◌̪ ◌ʷ
ts̪ʲʷ	t̪s̪ʷʲ	1	◌t ◌s ◌̪ ◌ʲ ◌ʷ
ts̪ʼ	t̪s̪ʼ	2	◌t ◌s ◌̪ ◌ʼ
ts̪’ʲ	t̪s̪ʼʲ	1	◌t ◌s ◌̪ ◌’ ◌ʲ
ts̪’ʷ	t̪s̪ʼʷ	1	◌t ◌s ◌̪ ◌’ ◌ʷ
ts̪’ʲʷ	t̪s̪ʼʷʲ	1	◌t ◌s ◌̪ ◌’ ◌ʲ ◌ʷ
ts̪ː	t̪s̪ː	1	◌t ◌s ◌̪ ◌ː
tɬ̪	t̪ɬ	1	◌t ◌ɬ ◌̪
tɬ̪ʼ	t̪ɬʼ	1	◌t ◌ɬ ◌̪ ◌ʼ
t̪ʰ	t̪ʰ	66	◌t ◌̪ ◌ʰ
t̪ʰʲ	t̪ʰʲ	2	◌t ◌̪ ◌ʰ ◌ʲ
t̪ʷʰ	t̪ʰʷ	1	◌t ◌̪ ◌ʷ ◌ʰ
t̪ʲʷʰ	t̪ʰʷʲ	1	◌t ◌̪ ◌ʲ ◌ʷ ◌ʰ
t̪ˤʰ	t̪ʰˤ	1	◌t ◌̪ ◌ˤ ◌ʰ
t̪ʲ	t̪ʲ	4	◌t ◌̪ ◌ʲ
t̪ʷ	t̪ʷ	1	◌t ◌̪ ◌ʷ
t̪ʲʷ	t̪ʷʲ	1	◌t ◌̪ ◌ʲ ◌ʷ
t̪ʼ	t̪ʼ	19	◌t ◌̪ ◌ʼ
t̪’ʲ	t̪ʼʲ	1	◌t ◌̪ ◌’ ◌ʲ
t̪’ʷ	t̪ʼʷ	1	◌t ◌̪ ◌’ ◌ʷ
t̪’ʲʷ	t̪ʼʷʲ	1	◌t ◌̪ ◌’ ◌ʲ ◌ʷ
t̪’ˤ	t̪ʼˤ	1	◌t ◌̪ ◌’ ◌ˤ
t̪ː	t̪ː	6	◌t ◌̪ ◌ː
t̪ˠ	t̪ˠ	1	◌t ◌̪ ◌ˠ
t̪ˠʰ	t̪ˠʰ	1	◌t ◌̪ ◌ˠ ◌ʰ
t̪ˢʲ	t̪ˢʲ	1	◌t ◌̪ ◌ˢ ◌ʲ
t̪ˤ	t̪ˤ	2	◌t ◌̪ ◌ˤ
t̪̺	t̪̺	1	◌t ◌̪ ◌̺
t̪̻	t̪̻	1	◌t ◌̪ ◌̻
ts̪̻	t̪̻s̪̻	1	◌t ◌s ◌̪ ◌̻
t̪ʼ	t̪’	1	◌t ◌̪ ◌ʼ
t̺	t̺	15	◌t ◌̺
ts̺	t̺s̺	11	◌t ◌s ◌̺
ts̺ʰ	t̺s̺ʰ	7	◌t ◌s ◌̺ ◌ʰ
ts̺’	t̺s̺ʼ	9	◌t ◌s ◌̺ ◌’
ts̺ː	t̺s̺ː	4	◌t ◌s ◌̺ ◌ː
t̺ʰ	t̺ʰ	15	◌t ◌̺ ◌ʰ
t̺’	t̺ʼ	13	◌t ◌̺ ◌’
t̻	t̻	11	◌t ◌̻
ts̻	t̻s̻	1	◌t ◌s ◌̻
t̻ʰ	t̻ʰ	3	◌t ◌̻ ◌ʰ
tʼ	t’	1	◌t ◌ʼ
u	u	365	◌u
ua	ua	30	◌u ◌a
uã	uã	1	◌u ◌a ◌̃
uä	uä	1	◌u ◌a ◌̈
ua̟	ua̟	1	◌u ◌a ◌̟
ue	ue	6	◌u ◌e
uẽ	uẽ	1	◌u ◌e ◌̃
ue̞	ue̞	1	◌u ◌e ◌̞
ui	ui	31	◌u ◌i
ui̯	ui̯	2	◌u ◌i ◌̯
ui̯	uj	5	◌u ◌i ◌̯
uo	uo	5	◌u ◌o
uoː	uoː	1	◌u ◌o ◌ː
uo̞	uo̞	1	◌u ◌o ◌̞
u̯ː	uu̯	1	◌u ◌̯ ◌ː
uæ	uæ	2	◌u ◌æ
uœ	uœ	1	◌u ◌œ
uɐ	uɐ	1	◌u ◌ɐ
uɑ	uɑ	7	◌u ◌ɑ
uɑ˞	uɑ˞	1	◌u ◌ɑ ◌˞
uɑ̃	uɑ̃	3	◌u ◌ɑ ◌̃
uɔ	uɔ	9	◌u ◌ɔ
uɔː	uɔː	1	◌u ◌ɔ ◌ː
uə	uə	13	◌u ◌ə
uə̯	uə̯	1	◌u ◌ə ◌̯
uɛ	uɛ	4	◌u ◌ɛ
uɛ̃	uɛ̃	1	◌u ◌ɛ ◌̃
uɜ	uɜ	1	◌u ◌ɜ
uʌ	uʌ	1	◌u ◌ʌ
uː	uː	177	◌u ◌ː
uːe	uːe	1	◌u ◌ː ◌e
uːi	uːi	1	◌u ◌ː ◌i
uːə	uːə	1	◌u ◌ː ◌ə
uːʌ	uːʌ	1	◌u ◌ː ◌ʌ
ũː	uː̃	1	◌u ◌̃ ◌ː
u˞	u˞	3	◌u ◌˞
u˞ˤ	u˞ˤ	1	◌u ◌˞ ◌ˤ
u˞ˤː	u˞ˤː	1	◌u ◌˞ ◌ˤ ◌ː
uˤ	uˤ	2	◌u ◌ˤ
uˤː	uˤː	2	◌u ◌ˤ ◌ː
ũ	ũ	61	◌u ◌̃
ũã	ũã	1	◌u ◌̃ ◌a ◌̃
ũĩ	ũĩ	1	◌u ◌̃ ◌i ◌̃
ũo	ũo	1	◌u ◌̃ ◌o
ũoː	ũoː	1	◌u ◌̃ ◌o ◌ː
ũɔ̃ː	ũɔ̃ː	1	◌u ◌̃ ◌ɔ ◌̃ ◌ː
ũː	ũː	25	◌u ◌̃ ◌ː
ṳ̃ː	ṳ̃ː	1	◌u ◌̤ ◌̃ ◌ː
ŭ	ŭ	1	◌u ◌̆
u̙	u̙	1	◌u ◌̙
u̜	u̜	1	◌u ◌̜
u̞	u̞	3	◌u ◌̞
u̞ː	u̞ː	2	◌u ◌̞ ◌ː
u̞ˑ	u̞ˑ	1	◌u ◌̞ ◌ˑ
u̟	u̟	1	◌u ◌̟
u̠u	u̠u	1	◌u ◌̠ ◌u
ṳ	ṳ	9	◌u ◌̤
ṳː	ṳː	1	◌u ◌̤ ◌ː
u̯	u̯	20	◌u ◌̯
u̯a	u̯a	1	◌u ◌̯ ◌a
u̯o	u̯o	1	◌u ◌̯ ◌o
u̯õ	u̯õ	1	◌u ◌̯ ◌o ◌̃
u̯ɑ	u̯ɑ	1	◌u ◌̯ ◌ɑ
u̯ɔ	u̯ɔ	1	◌u ◌̯ ◌ɔ
ũ̯	ũ̯	2	◌u ◌̯ ◌̃
ṵ	ṵ	3	◌u ◌̰
ṵː	ṵː	1	◌u ◌̰ ◌ː
v	v	167	◌v
vʲ	vʲ	15	◌v ◌ʲ
vː	vː	2	◌v ◌ː
vˠ	vˠ	1	◌v ◌ˠ
vˤ	vˤ	1	◌v ◌ˤ
v̥	v̥	1	◌v ◌̥
v̩	v̩	1	◌v ◌̩
w	w	276	◌w
u̯a	wa	5	◌u ◌̯ ◌a
u̯aː	waː	1	◌u ◌̯ ◌a ◌ː
u̯ã	wã	1	◌u ◌̯ ◌a ◌̃
u̯e	we	3	◌u ◌̯ ◌e
u̯i	wi	3	◌u ◌̯ ◌i
u̯o	wo	6	◌u ◌̯ ◌o
u̯oː	woː	4	◌u ◌̯ ◌o ◌ː
u̯õ	wõ	5	◌u ◌̯ ◌o ◌̃
u̯õː	wõː	4	◌u ◌̯ ◌o ◌̃ ◌ː
u̯ɔ	wɔ	1	◌u ◌̯ ◌ɔ
u̯ɔː	wɔː	1	◌u ◌̯ ◌ɔ ◌ː
u̯ɔ̃	wɔ̃	1	◌u ◌̯ ◌ɔ ◌̃
u̯ə	wə	1	◌u ◌̯ ◌ə
u̯ə̃	wə̃	1	◌u ◌̯ ◌ə ◌̃
u̯ɛ	wɛ	3	◌u ◌̯ ◌ɛ
u̯ɛ̃	wɛ̃	1	◌u ◌̯ ◌ɛ ◌̃
wʰ	wʰ	1	◌w ◌ʰ
wʲ	wʲ	3	◌w ◌ʲ
w̥	w̥	1	◌w ◌̥
x	x	185	◌x
xʰ	xʰ	7	◌x ◌ʰ
xʲ	xʲ	11	◌x ◌ʲ
xʲː	xʲː	1	◌x ◌ʲ ◌ː
xʷ	xʷ	9	◌x ◌ʷ
xː	xː	6	◌x ◌ː
xʷː	xːʷ	2	◌x ◌ʷ ◌ː
x̠	x̠	2	◌x ◌̠
y	y	80	◌y
ya	ya	2	◌y ◌a
ye	ye	3	◌y ◌e
yi	yi	2	◌y ◌i
yĩ	yĩ	1	◌y ◌i ◌̃
yi̯	yi̯	2	◌y ◌i ◌̯
yo	yo	2	◌y ◌o
yu	yu	1	◌y ◌u
yu̯	yu̯	1	◌y ◌u ◌̯
yæ	yæ	2	◌y ◌æ
yø	yø	3	◌y ◌ø
yø̞	yø̞	1	◌y ◌ø ◌̞
yœ	yœ	2	◌y ◌œ
yœː	yœː	1	◌y ◌œ ◌ː
yə	yə	2	◌y ◌ə
yə̯	yə̯	1	◌y ◌ə ◌̯
yɛ	yɛ	1	◌y ◌ɛ
yɜ	yɜ	1	◌y ◌ɜ
yː	yː	41	◌y ◌ː
yˑ	yˑ	1	◌y ◌ˑ
ỹ	ỹ	8	◌y ◌̃
ỹœ	ỹœ	1	◌y ◌̃ ◌œ
ỹœː	ỹœː	1	◌y ◌̃ ◌œ ◌ː
ỹː	ỹː	6	◌y ◌̃ ◌ː
y̞	y̞	6	◌y ◌̞
y̠	y̠	1	◌y ◌̠
y̤	y̤	3	◌y ◌̤
y̯ø	y̯ø	1	◌y ◌̯ ◌ø
y̰	y̰	1	◌y ◌̰
y̰ː	y̰ː	1	◌y ◌̰ ◌ː
z	z	214	◌z
zʰ	zʰ	1	◌z ◌ʰ
zʲ	zʲ	23	◌z ◌ʲ
zʲː	zʲː	1	◌z ◌ʲ ◌ː
zʷ	zʷ	2	◌z ◌ʷ
zː	zː	1	◌z ◌ː
zˤ	zˤ	6	◌z ◌ˤ
z̠	z̠	1	◌z ◌̠
z̥	z̥	3	◌z ◌̥
z̩	z̩	1	◌z ◌̩
z̪	z̪	30	◌z ◌̪
z̪ʲ	z̪ʲ	2	◌z ◌̪ ◌ʲ
z̪ʷ	z̪ʷ	1	◌z ◌̪ ◌ʷ
z̪ˤ	z̪ˤ	1	◌z ◌̪ ◌ˤ
z̪̻	z̪̻	1	◌z ◌̪ ◌̻
z̺	z̺	17	◌z ◌̺
ä	ä	4	◌a ◌̈
äː	äː	5	◌a ◌̈ ◌ː
æ	æ	68	◌æ
æi	æi	2	◌æ ◌i
æi̯	æi̯	4	◌æ ◌i ◌̯
æu̯	æu̯	1	◌æ ◌u ◌̯
æɛ	æɛ	1	◌æ ◌ɛ
æɪ̯	æɪ̯	3	◌æ ◌ɪ ◌̯
æː	æː	32	◌æ ◌ː
æːi	æːi	1	◌æ ◌ː ◌i
æːʊ	æːʊ	1	◌æ ◌ː ◌ʊ
æˑ	æˑ	1	◌æ ◌ˑ
æ̃	æ̃	10	◌æ ◌̃
æ̃i	æ̃i	1	◌æ ◌̃ ◌i
æ̃ɪ̯̃	æ̃ɪ̯̃	2	◌æ ◌̃ ◌ɪ ◌̯ ◌̃
æ̃ː	æ̃ː	1	◌æ ◌̃ ◌ː
æ̰	æ̰	3	◌æ ◌̰
ç	ç	29	◌c ◌̧
çʰ	çʰ	1	◌c ◌̧ ◌ʰ
çː	çː	3	◌c ◌̧ ◌ː
ç̟	ç̟	2	◌c ◌̧ ◌̟
ð	ð	34	◌ð
ðʲ	ðʲ	2	◌ð ◌ʲ
ð’	ðʼ	1	◌ð ◌’
ðː	ðː	1	◌ð ◌ː
ðˤ	ðˤ	3	◌ð ◌ˤ
ɹ̪	ð̞	2	◌ɹ ◌̪
ɹ̪̺	ð̺̞	1	◌ɹ ◌̪ ◌̺
ø	ø	32	◌ø
øu	øu	2	◌ø ◌u
øy	øy	2	◌ø ◌y
øy̯	øy̯	1	◌ø ◌y ◌̯
øə	øə	1	◌ø ◌ə
øɪ	øɪ	1	◌ø ◌ɪ
øɪ̯	øɪ̯	1	◌ø ◌ɪ ◌̯
øː	øː	26	◌ø ◌ː
øːy̯	øːy̯	1	◌ø ◌ː ◌y ◌̯
øˑ	øˑ	1	◌ø ◌ˑ
ø̃	ø̃	2	◌ø ◌̃
ø̃ː	ø̃ː	4	◌ø ◌̃ ◌ː
ø̞	ø̞	11	◌ø ◌̞
ø̞ː	ø̞ː	1	◌ø ◌̞ ◌ː
ø̞̜	ø̞̜	1	◌ø ◌̞ ◌̜
ø̞̜ː	ø̞̜ː	1	◌ø ◌̞ ◌̜ ◌ː
ø̞̠	ø̠̞	1	◌ø ◌̞ ◌̠
ø̤	ø̤	3	◌ø ◌̤
ø̰	ø̰	1	◌ø ◌̰
ħ	ħ	29	◌ħ
ħʷ	ħʷ	2	◌ħ ◌ʷ
ħ̃ʲ	ħ̃ʲ	1	◌ħ ◌̃ ◌ʲ
ŋ	ŋ	259	◌ŋ
ŋʰ	ŋʰ	1	◌ŋ ◌ʰ
ŋʱ	ŋʱ	1	◌ŋ ◌ʱ
ŋʲ	ŋʲ	3	◌ŋ ◌ʲ
ŋʲː	ŋʲː	1	◌ŋ ◌ʲ ◌ː
ŋʷ	ŋʷ	2	◌ŋ ◌ʷ
ŋː	ŋː	2	◌ŋ ◌ː
ŋ̊	ŋ̊	22	◌ŋ ◌̊
ŋ̟	ŋ̟	1	◌ŋ ◌̟
ŋ̊	ŋ̥	2	◌ŋ ◌̊
ŋ̍	ŋ̩	3	◌ŋ ◌̍
œ	œ	33	◌œ
œi	œi	1	◌œ ◌i
œi̯	œj	1	◌œ ◌i ◌̯
œy	œy	1	◌œ ◌y
œː	œː	16	◌œ ◌ː
œ̃	œ̃	3	◌œ ◌̃
œ̃ɛ̃	œ̃ɛ̃	1	◌œ ◌̃ ◌ɛ ◌̃
œ̃ː	œ̃ː	4	◌œ ◌̃ ◌ː
œ̜	œ̜	1	◌œ ◌̜
œ̜ː	œ̜ː	1	◌œ ◌̜ ◌ː
œ̞	œ̞	1	◌œ ◌̞
œ̞ɛ̞	œ̞ɛ̞	1	◌œ ◌̞ ◌ɛ ◌̞
œ̞ː	œ̞ː	1	◌œ ◌̞ ◌ː
œ̠	œ̠	1	◌œ ◌̠
œː̠	œ̠ː	1	◌œ ◌ː ◌̠
œ̰ː	œ̰ː	1	◌œ ◌̰ ◌ː
ʃ	ŝ	4	◌ʃ
ʃʷ	ŝʷ	2	◌ʃ ◌ʷ
ʃʼ	ŝʼ	3	◌ʃ ◌ʼ
ʃ’ʷ	ŝʼʷ	1	◌ʃ ◌’ ◌ʷ
ɐ	ɐ	26	◌ɐ
ɐi	ɐi	4	◌ɐ ◌i
ɐi̯	ɐi̯	1	◌ɐ ◌i ◌̯
ɐu	ɐu	3	◌ɐ ◌u
ɐɪ	ɐɪ	1	◌ɐ ◌ɪ
ɐʊ	ɐʊ	1	◌ɐ ◌ʊ
ɐː	ɐː	2	◌ɐ ◌ː
ɐ̃	ɐ̃	3	◌ɐ ◌̃
ɐ̆	ɐ̆	10	◌ɐ ◌̆
ɐ̟	ɐ̟	1	◌ɐ ◌̟
ɞ̞̆	ɐ̹̆	3	◌ɞ ◌̞ ◌̆
ɑ	ɑ	81	◌ɑ
ɑi	ɑi	3	◌ɑ ◌i
ɑi̯	ɑi̯	1	◌ɑ ◌i ◌̯
ɑi̯	ɑj	1	◌ɑ ◌i ◌̯
ɑu	ɑu	4	◌ɑ ◌u
ɑu̯	ɑw	2	◌ɑ ◌u ◌̯
ɑɒ	ɑɒ	1	◌ɑ ◌ɒ
ɑʊ	ɑʊ	1	◌ɑ ◌ʊ
ɑʊ̯	ɑʊ̯	1	◌ɑ ◌ʊ ◌̯
ɑː	ɑː	56	◌ɑ ◌ː
ɑːi	ɑːi	1	◌ɑ ◌ː ◌i
ɑːi̯	ɑːi̯	1	◌ɑ ◌ː ◌i ◌̯
ɑˑ	ɑˑ	1	◌ɑ ◌ˑ
ɑ˞	ɑ˞	1	◌ɑ ◌˞
ɑ̃	ɑ̃	18	◌ɑ ◌̃
ɑ̃ː	ɑ̃ː	4	◌ɑ ◌̃ ◌ː
ɑ̆	ɑ̆	1	◌ɑ ◌̆
ɑ̙	ɑ̙	1	◌ɑ ◌̙
ɑ̝	ɑ̝	1	◌ɑ ◌̝
ɑ̝ː	ɑ̝ː	1	◌ɑ ◌̝ ◌ː
ɑ̝̟	ɑ̝̟	1	◌ɑ ◌̝ ◌̟
ɑ̝̹	ɑ̝̹	6	◌ɑ ◌̝ ◌̹
ɑ̞	ɑ̞	1	◌ɑ ◌̞
ɑː̟	ɑ̟ː	1	◌ɑ ◌ː ◌̟
ɑˑ̟	ɑ̟ˑ	1	◌ɑ ◌ˑ ◌̟
ɑ̤	ɑ̤	2	◌ɑ ◌̤
ɑ̰ː	ɑ̰ː	1	◌ɑ ◌̰ ◌ː
ɒ	ɒ	14	◌ɒ
ɒː	ɒː	7	◌ɒ ◌ː
ɒːi̯	ɒːi̯	1	◌ɒ ◌ː ◌i ◌̯
ɒ̃	ɒ̃	1	◌ɒ ◌̃
ɒ̃ː	ɒ̃ː	2	◌ɒ ◌̃ ◌ː
ɓ	ɓ	5	◌ɓ
ɔ	ɔ	167	◌ɔ
ɔa	ɔa	1	◌ɔ ◌a
ɔaː	ɔaː	1	◌ɔ ◌a ◌ː
ɔe	ɔe	3	◌ɔ ◌e
ɔi	ɔi	7	◌ɔ ◌i
ɔi̯	ɔi̯	4	◌ɔ ◌i ◌̯
ɔo	ɔo	1	◌ɔ ◌o
ɔu	ɔu	4	◌ɔ ◌u
ɔu̯	ɔu̯	1	◌ɔ ◌u ◌̯
ɔu̯	ɔw	1	◌ɔ ◌u ◌̯
ɔy̯ː	ɔy̯ː	1	◌ɔ ◌y ◌̯ ◌ː
ɔɪ	ɔɪ	4	◌ɔ ◌ɪ
ɔʊ	ɔʊ	2	◌ɔ ◌ʊ
ɔʊ̯	ɔʊ̯	4	◌ɔ ◌ʊ ◌̯
ɔʏ	ɔʏ	1	◌ɔ ◌ʏ
ɔː	ɔː	56	◌ɔ ◌ː
ɔːi	ɔːi	1	◌ɔ ◌ː ◌i
ɔ̃ː	ɔː̃	1	◌ɔ ◌̃ ◌ː
ɔ˞	ɔ˞	1	◌ɔ ◌˞
ɔˤː	ɔˤː	1	◌ɔ ◌ˤ ◌ː
ɔ̃	ɔ̃	26	◌ɔ ◌̃
ɔ̃ʊ̯̃	ɔ̃ʊ̯̃	2	◌ɔ ◌̃ ◌ʊ ◌̯ ◌̃
ɔ̃ː	ɔ̃ː	7	◌ɔ ◌̃ ◌ː
ɔ̜̃ː̟	ɔ̟̜̃ː	1	◌ɔ ◌̜ ◌̃ ◌ː ◌̟
ɔ̤̃ː	ɔ̤̃ː	1	◌ɔ ◌̤ ◌̃ ◌ː
ɔ̜	ɔ̜	1	◌ɔ ◌̜
ɔ̜ː	ɔ̜ː	2	◌ɔ ◌̜ ◌ː
ɔ̜̃ː	ɔ̜̃ː	1	◌ɔ ◌̜ ◌̃ ◌ː
ɔ̝	ɔ̝	2	◌ɔ ◌̝
ɔ̝ː	ɔ̝ː	1	◌ɔ ◌̝ ◌ː
ɔ̞	ɔ̞	3	◌ɔ ◌̞
ɔ̞ː	ɔ̞ː	1	◌ɔ ◌̞ ◌ː
ɔ̞̃	ɔ̞̃	1	◌ɔ ◌̞ ◌̃
ɔ̞̃ː	ɔ̞̃ː	1	◌ɔ ◌̞ ◌̃ ◌ː
ɔ̜̟	ɔ̟̜	2	◌ɔ ◌̜ ◌̟
ɔ̜ː̟	ɔ̟̜ː	1	◌ɔ ◌̜ ◌ː ◌̟
ɔ̜̰̟	ɔ̟̜̰	1	◌ɔ ◌̜ ◌̰ ◌̟
ɔ̤	ɔ̤	6	◌ɔ ◌̤
ɔ̤ː	ɔ̤ː	2	◌ɔ ◌̤ ◌ː
ɔ̰	ɔ̰	1	◌ɔ ◌̰
ɔ̰ː	ɔ̰ː	1	◌ɔ ◌̰ ◌ː
ɕ	ɕ	88	◌ɕ
ɕʰ	ɕʰ	9	◌ɕ ◌ʰ
ɕː	ɕː	6	◌ɕ ◌ː
ɕ’	ɕ’	1	◌ɕ ◌’
ɖ	ɖ	104	◌ɖ
ɖʐ	ɖʐ	39	◌ɖ ◌ʐ
