BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
tsː	long voiceless alveolar sibilant affricate consonant		+	tːs	◌t ◌s ◌ː						16	
tɕː	long voiceless alveolo-palatal sibilant affricate consonant		+	tːɕ	◌t ◌ɕ ◌ː						6	
tʃː	long voiceless post-alveolar sibilant affricate consonant		+	tːʃ	◌t ◌ʃ ◌ː						9	
t̪	voiceless dental stop consonant		+	t̪	◌t ◌̪						1	
t̪ʰ	aspirated voiceless dental stop consonant		+	t̪ʰ	◌t ◌̪ ◌ʰ						1	
u	rounded close back vowel		+	u	◌u						192	
ua	from rounded close back to unrounded open front diphthong	+	+	ua	◌u ◌a						7	
ui	from rounded close back to unrounded close front diphthong	+	+	ui	◌u ◌i						20	
uo	from rounded close back to rounded close-mid back diphthong	+	+	uo	◌u ◌o						5	
uə	from rounded close back to unrounded mid central diphthong	+	+	uə	◌u ◌ə						1	
uː	long rounded close back vowel		+	uː	◌u ◌ː						75	
v	voiced labio-dental fricative consonant		+	v	◌v						85	
vʲ	palatalized voiced labio-dental fricative consonant		+	vʲ	◌v ◌ʲ						3	
vː	long voiced labio-dental fricative consonant		+	vː	◌v ◌ː						2	
w	voiced labio-velar approximant consonant		+	w	◌w						172	
wʰ	aspirated voiced labio-velar approximant consonant	+	+	wʰ	◌w ◌ʰ						1	
w̃	nasalized voiced labio-velar approximant consonant		+	w̃	◌w ◌̃						1	
x	voiceless velar fricative consonant		+	x	◌x						46	
y	rounded close front vowel		+	y	◌y						58	
yi	from rounded close front to unrounded close front diphthong	+	+	yi	◌y ◌i						1	
yː	long rounded close front vowel		+	yː	◌y ◌ː						13	
z	voiced alveolar sibilant fricative consonant		+	z	◌z						99	
zʰ	aspirated voiced alveolar sibilant fricative consonant	+	+	zʰ	◌z ◌ʰ						1	
zʲ	palatalized voiced alveolar sibilant fricative consonant		+	zʲ	◌z ◌ʲ						2	
²	short from-mid-low tone		+	²	◌²						7	
²²	flat from-mid-low to-mid-low tone		+	²²	◌² ◌²						8	
²³	rising from-mid-low to-mid tone		+	²³	◌² ◌³						6	
²¹	falling from-mid-low to-low tone		+	²¹	◌² ◌¹						29	
²¹²	contour from-mid-low via-low to-mid-low tone		+	²¹²	◌² ◌¹ ◌²						4	
²¹³	contour from-mid-low via-low to-mid tone		+	²¹³	◌² ◌¹ ◌³						9	
²¹⁴	contour from-mid-low via-low to-mid-high tone		+	²¹⁴	◌² ◌¹ ◌⁴						2	
²⁴	rising from-mid-low to-mid-high tone		+	²⁴	◌² ◌⁴						17	
²⁴²	contour from-mid-low via-mid-high to-mid-low tone		+	²⁴²	◌² ◌⁴ ◌²						1	
³	short from-mid tone		+	³	◌³						4	
³²	falling from-mid to-mid-low tone		+	³²	◌³ ◌²						2	
³²⁴	contour from-mid via-mid-low to-mid-high tone		+	³²⁴	◌³ ◌² ◌⁴						1	
³³	flat from-mid to-mid tone		+	³³	◌³ ◌³						19	
³¹	falling from-mid to-low tone		+	³¹	◌³ ◌¹						18	
³¹³	contour from-mid via-low to-mid tone		+	³¹³	◌³ ◌¹ ◌³						1	
³⁴	rising from-mid to-mid-high tone		+	³⁴	◌³ ◌⁴						2	
³⁵	rising from-mid to-high tone		+	³⁵	◌³ ◌⁵						15	
¹	short from-low tone		+	¹	◌¹						4	
¹²	rising from-low to-mid-low tone		+	¹²	◌¹ ◌²						4	
¹³	rising from-low to-mid tone		+	¹³	◌¹ ◌³						10	
¹¹	flat from-low to-low tone		+	¹¹	◌¹ ◌¹						6	
¹⁵	rising from-low to-high tone		+	¹⁵	◌¹ ◌⁵						1	
ã	nasalized unrounded open front vowel		+	ã	◌a ◌̃						27	
ãː	long nasalized unrounded open front vowel		+	ãː	◌a ◌̃ ◌ː						2	
æ	unrounded near-open front vowel		+	æ	◌æ						30	
æu	from unrounded near-open front to rounded close back diphthong	+	+	æu	◌æ ◌u						2	
æɨ	from unrounded near-open front to unrounded close central diphthong	+	+	æɨ	◌æ ◌ɨ						3	
æː	long unrounded near-open front vowel		+	æː	◌æ ◌ː						20	
æ̃	nasalized unrounded near-open front vowel		+	æ̃	◌æ ◌̃						6	
ç	voiceless palatal sibilant fricative consonant		+	ç	◌c ◌̧						12	
ð	voiced dental fricative consonant		+	ð	◌ð						17	
õ	nasalized rounded close-mid back vowel		+	õ	◌o ◌̃						17	
õ̰	nasalized creaky rounded close-mid back vowel	+	+	õ̰	◌o ◌̰ ◌̃						1	
ø	rounded close-mid front vowel		+	ø	◌ø						16	
øː	long rounded close-mid front vowel		+	øː	◌ø ◌ː						5	
ă	ultra-short unrounded open front vowel		+	ă	◌a ◌̆						3	
ħ	voiceless pharyngeal fricative consonant		+	ħ	◌ħ						1	
ĩ	nasalized unrounded close front vowel		+	ĩ	◌i ◌̃						17	
ĩː	long nasalized unrounded close front vowel		+	ĩː	◌i ◌̃ ◌ː						1	
ĩ̤	nasalized breathy unrounded close front vowel	+	+	ĩ̤	◌i ◌̤ ◌̃						1	
ŋ	voiced velar nasal consonant		+	ŋ	◌ŋ						186	
ŋʰ	aspirated voiced velar nasal consonant	+	+	ŋʰ	◌ŋ ◌ʰ						8	
ŋʷ	labialized voiced velar nasal consonant		+	ŋʷ	◌ŋ ◌ʷ						4	
ŋː	long voiced velar nasal consonant		+	ŋː	◌ŋ ◌ː						5	
ŋ̊	devoiced voiced velar nasal consonant		+	ŋ̊	◌ŋ ◌̊						1	
ŋ̍	syllabic voiced velar nasal consonant		+	ŋ̍	◌ŋ ◌̍						10	
œ	rounded open-mid front vowel		+	œ	◌œ						23	
œi	from rounded open-mid front to unrounded close front diphthong	+	+	œi	◌œ ◌i						1	
œː	long rounded open-mid front vowel		+	œː	◌œ ◌ː						8	
œ̃	nasalized rounded open-mid front vowel		+	œ̃	◌œ ◌̃						1	
œ̃ː	long nasalized rounded open-mid front vowel		+	œ̃ː	◌œ ◌̃ ◌ː						1	
ʃ	voiceless post-alveolar sibilant fricative consonant		+	š	◌ʃ						22	
ũ	nasalized rounded close back vowel		+	ũ	◌u ◌̃						11	
ɐ	unrounded near-open central vowel		+	ɐ	◌ɐ						10	
ɐː	long unrounded near-open central vowel		+	ɐː	◌ɐ ◌ː						1	
ɐ̃	nasalized unrounded near-open central vowel		+	ɐ̃	◌ɐ ◌̃						1	
ɐ̯	non-syllabic unrounded near-open central vowel		+	ɐ̯	◌ɐ ◌̯						2	
ɑ	unrounded open back vowel		+	ɑ	◌ɑ						26	
ɑː	long unrounded open back vowel		+	ɑː	◌ɑ ◌ː						9	
ɑ̃	nasalized unrounded open back vowel		+	ɑ̃	◌ɑ ◌̃						8	
ɑ̃ː	long nasalized unrounded open back vowel		+	ɑ̃ː	◌ɑ ◌̃ ◌ː						1	
ɑ̤ː	long breathy unrounded open back vowel	+	+	ɑ̤ː	◌ɑ ◌̤ ◌ː						1	
ɒ	rounded open back vowel		+	ɒ	◌ɒ						5	
ɒː	long rounded open back vowel		+	ɒː	◌ɒ ◌ː						1	
ɒ̃	nasalized rounded open back vowel		+	ɒ̃	◌ɒ ◌̃						1	
ɓ	voiced bilabial implosive consonant		+	ɓ	◌ɓ						9	
ɔ	rounded open-mid back vowel		+	ɔ	◌ɔ						106	
ɔi	from rounded open-mid back to unrounded close front diphthong	+	+	ɔi	◌ɔ ◌i						3	
ɔu	from rounded open-mid back to rounded close back diphthong	+	+	ɔu	◌ɔ ◌u						7	
ɔː	long rounded open-mid back vowel		+	ɔː	◌ɔ ◌ː						45	
ɔ̃	nasalized rounded open-mid back vowel		+	ɔ̃	◌ɔ ◌̃						5	
ɔ̃ː	long nasalized rounded open-mid back vowel		+	ɔ̃ː	◌ɔ ◌̃ ◌ː						1	
ɔ̤	breathy rounded open-mid back vowel	+	+	ɔ̤	◌ɔ ◌̤						3	
ɔ̤ː	long breathy rounded open-mid back vowel	+	+	ɔ̤ː	◌ɔ ◌̤ ◌ː						2	
ɔ̰	creaky rounded open-mid back vowel		+	ɔ̰	◌ɔ ◌̰						1	
ɕ	voiceless alveolo-palatal sibilant fricative consonant		+	ɕ	◌ɕ						55	
ɕʰ	aspirated voiceless alveolo-palatal sibilant fricative consonant	+	+	ɕʰ	◌ɕ ◌ʰ						1	
ɖ	voiced retroflex stop consonant		+	ɖ	◌ɖ						5	
ɖʐ	voiced retroflex sibilant affricate consonant		+	ɖʐ	◌ɖ ◌ʐ						2	
ɖʰ	aspirated voiced retroflex stop consonant	+	+	ɖʰ	◌ɖ ◌ʰ						1	
ɖː	long voiced retroflex stop consonant	+	+	ɖː	◌ɖ ◌ː						7	
ɖʱ	breathy voiced retroflex stop consonant		+	ɖ̤	◌ɖ ◌ʱ						3	
ɗ	voiced dental implosive consonant		+	ɗ	◌ɗ						10	
ɗ̥	devoiced voiced dental implosive consonant		+	ɗ̥	◌ɗ ◌̥						1	
ə	unrounded mid central vowel		+	ə	◌ə						110	
əi	from unrounded mid central to unrounded close front diphthong	+	+	əi	◌ə ◌i						4	
əu	from unrounded mid central to rounded close back diphthong	+	+	əu	◌ə ◌u						4	
əː	long unrounded mid central vowel		+	əː	◌ə ◌ː						25	
ə˞	rhotacized unrounded mid central vowel		+	ə˞	◌ə ◌˞						10	
ə̃	nasalized unrounded mid central vowel		+	ə̃	◌ə ◌̃						8	
ə̃˞	rhotacized nasalized unrounded mid central vowel	+	+	ə̃˞	◌ə ◌̃ ◌˞						4	
ə̠	retracted unrounded mid central vowel	+	+	ə̠	◌ə ◌̠						1	
ə̤	breathy unrounded mid central vowel	+	+	ə̤	◌ə ◌̤						4	
ə̤ː	long breathy unrounded mid central vowel	+	+	ə̤ː	◌ə ◌̤ ◌ː						1	
ɛ	unrounded open-mid front vowel		+	ɛ	◌ɛ						99	
ɛi	from unrounded open-mid front to unrounded close front diphthong	+	+	ɛi	◌ɛ ◌i						3	
ɛu	from unrounded open-mid front to rounded close back diphthong	+	+	ɛu	◌ɛ ◌u						1	
ɛː	long unrounded open-mid front vowel		+	ɛː	◌ɛ ◌ː						30	
ɛ̃	nasalized unrounded open-mid front vowel		+	ɛ̃	◌ɛ ◌̃						10	
ɛ̤	breathy unrounded open-mid front vowel	+	+	ɛ̤	◌ɛ ◌̤						2	
ɛ̰	creaky unrounded open-mid front vowel		+	ɛ̰	◌ɛ ◌̰						1	
ɜ	unrounded open-mid central vowel		+	ɜ	◌ɜ						1	
ɜː	long unrounded open-mid central vowel		+	ɜː	◌ɜ ◌ː						1	
ɞ	rounded open-mid central vowel		+	ɞ	◌ɞ						1	
ɟ	voiced palatal stop consonant		+	ɟ	◌ɟ						22	
ɟʰ	aspirated voiced palatal stop consonant	+	+	ɟʰ	◌ɟ ◌ʰ						2	
g	voiced velar stop consonant		+	ɡ	◌g						137	
gʰ	aspirated voiced velar stop consonant		+	ɡʰ	◌g ◌ʰ						4	
gʲ	palatalized voiced velar stop consonant		+	ɡʲ	◌g ◌ʲ						1	
gː	long voiced velar stop consonant		+	ɡː	◌g ◌ː						5	
gʱ	breathy voiced velar stop consonant		+	ɡ̤	◌g ◌ʱ						3	
g̊	devoiced voiced velar stop consonant		+	ɡ̥	◌g ◌̊						2	
ɢ	voiced uvular stop consonant		+	ɢ	◌ɢ						1	
ɣ	voiced velar fricative consonant		+	ɣ	◌ɣ						46	
ɣʷ	labialized voiced velar fricative consonant		+	ɣʷ	◌ɣ ◌ʷ						4	
ɤ	unrounded close-mid back vowel		+	ɤ	◌ɤ						19	
ɤː	long unrounded close-mid back vowel		+	ɤː	◌ɤ ◌ː						2	
ɤ̃	nasalized unrounded close-mid back vowel		+	ɤ̃	◌ɤ ◌̃						3	
ɥ	voiced labio-palatal approximant consonant		+	ɥ	◌ɥ						19	
ɦ	voiced glottal fricative consonant		+	ɦ	◌ɦ						6	
ɧ	voiceless palatal-velar fricative consonant		+	ɧ	◌ɧ						1	
ɨ	unrounded close central vowel		+	ɨ	◌ɨ						36	
ɨː	long unrounded close central vowel		+	ɨː	◌ɨ ◌ː						23	
ɨ̤	breathy unrounded close central vowel	+	+	ɨ̤	◌ɨ ◌̤						2	
ɨ̤ː	long breathy unrounded close central vowel	+	+	ɨ̤ː	◌ɨ ◌̤ ◌ː						2	
ɪ	unrounded near-close near-front vowel		+	ɪ	◌ɪ						14	
ɪː	long unrounded near-close near-front vowel		+	ɪː	◌ɪ ◌ː						3	
ɪ̃	nasalized unrounded near-close near-front vowel		+	ɪ̃	◌ɪ ◌̃						1	
ɬ	voiceless alveolar lateral fricative consonant		+	ɬ	◌ɬ						6	
ɬː	long voiceless alveolar lateral fricative consonant	+	+	ɬː	◌ɬ ◌ː						3	
ɭ	voiced retroflex lateral approximant consonant		+	ɭ	◌ɭ						13	
ɭː	long voiced retroflex lateral approximant consonant	+	+	ɭː	◌ɭ ◌ː						2	
ɯ	unrounded close back vowel		+	ɯ	◌ɯ						21	
ɯː	long unrounded close back vowel		+	ɯː	◌ɯ ◌ː						4	
ɯ̃	nasalized unrounded close back vowel		+	ɯ̃	◌ɯ ◌̃						3	
ɲ	voiced palatal nasal consonant		+	ɲ	◌ɲ						95	
ɲʰ	aspirated voiced palatal nasal consonant	+	+	ɲʰ	◌ɲ ◌ʰ						2	
ɲː	long voiced palatal nasal consonant		+	ɲː	◌ɲ ◌ː						8	
ɲ̊	devoiced voiced palatal nasal consonant		+	ɲ̊	◌ɲ ◌̊						1	
ɳ	voiced retroflex nasal consonant		+	ɳ	◌ɳ						13	
ɳː	long voiced retroflex nasal consonant	+	+	ɳː	◌ɳ ◌ː						5	
ɴ	voiced uvular nasal consonant		+	ɴ	◌ɴ						10	
ɴ̩	syllabic voiced uvular nasal consonant		+	ɴ̩	◌ɴ ◌̩						2	
ɵ	rounded close-mid central vowel		+	ɵ	◌ɵ						3	
ɵː	long rounded close-mid central vowel		+	ɵː	◌ɵ ◌ː						1	
ɶ	rounded open front vowel		+	ɶ	◌ɶ						1	
ɸ	voiceless bilabial fricative consonant		+	ɸ	◌ɸ						2	
ɺ	voiced alveolar lateral tap consonant		+	ɺ	◌ɺ						1	
ɽ	voiced retroflex tap consonant		+	ɽ	◌ɽ						7	
ɽʰ	aspirated voiced retroflex tap consonant	+	+	ɽʰ	◌ɽ ◌ʰ						1	
ɾ	voiced alveolar tap consonant		+	ɾ	◌ɾ						21	
ɿ	unrounded close with-friction back vowel		+	ɿ	◌ɿ						32	
ʀ	voiced uvular trill consonant		+	ʀ	◌ʀ						3	
ʁ	voiced uvular fricative consonant		+	ʁ	◌ʁ						8	
ʂ	voiceless retroflex sibilant fricative consonant		+	ʂ	◌ʂ						23	
ʂʰ	aspirated voiceless retroflex sibilant fricative consonant	+	+	ʂʰ	◌ʂ ◌ʰ						1	
ʃ	voiceless post-alveolar sibilant fricative consonant		+	ʃ	◌ʃ						33	
ʃː	long voiceless post-alveolar sibilant fricative consonant	+	+	ʃː	◌ʃ ◌ː						14	
ʅ	unrounded close with-friction central vowel		+	ʅ	◌ʅ						9	
ʈ	voiceless retroflex stop consonant		+	ʈ	◌ʈ						10	
ʈʂ	voiceless retroflex sibilant affricate consonant		+	ʈʂ	◌ʈ ◌ʂ						9	
ʈʂʰ	aspirated voiceless retroflex sibilant affricate consonant		+	ʈʂʰ	◌ʈ ◌ʂ ◌ʰ						14	
ʈʰ	aspirated voiceless retroflex stop consonant		+	ʈʰ	◌ʈ ◌ʰ						5	
ʈː	long voiceless retroflex stop consonant	+	+	ʈː	◌ʈ ◌ː						1	
ʉ	rounded close central vowel		+	ʉ	◌ʉ						4	
ʉː	long rounded close central vowel		+	ʉː	◌ʉ ◌ː						1	
ʊ	rounded near-close near-back vowel		+	ʊ	◌ʊ						11	
ʊː	long rounded near-close near-back vowel		+	ʊː	◌ʊ ◌ː						1	
ʊ̃	nasalized rounded near-close near-back vowel		+	ʊ̃	◌ʊ ◌̃						3	
ʌ	unrounded open-mid back vowel		+	ʌ	◌ʌ						7	
ʌː	long unrounded open-mid back vowel		+	ʌː	◌ʌ ◌ː						3	
ʌ̃	nasalized unrounded open-mid back vowel		+	ʌ̃	◌ʌ ◌̃						1	
ʎ	voiced palatal lateral approximant consonant		+	ʎ	◌ʎ						35	
ʎː	long voiced palatal lateral approximant consonant	+	+	ʎː	◌ʎ ◌ː						5	
ʏ	rounded near-close near-front vowel		+	ʏ	◌ʏ						4	
ʏː	long rounded near-close near-front vowel		+	ʏː	◌ʏ ◌ː						1	
ʐ	voiced retroflex sibilant fricative consonant		+	ʐ	◌ʐ						15	
ʑ	voiced alveolo-palatal sibilant fricative consonant		+	ʑ	◌ʑ						8	
ʒ	voiced post-alveolar sibilant fricative consonant		+	ʒ	◌ʒ						31	
ʔ	voiceless glottal stop consonant		+	ʔ	◌ʔ						58	
ʕ	voiced pharyngeal fricative consonant		+	ʕ	◌ʕ						1	
