BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
ŋǁʼ	voiced alveolar ejective lateral nasal-click consonant	+	+	ŋ̥ǁ’	◌ŋ ◌ǁ ◌ʼ							
<NA>	<NA>		+		<NA>							
<NA>	<NA>		+	and	<NA>							
<NA>	<NA>		+	contexts	<NA>							
<NA>	<NA>		+	in	<NA>							
<NA>	<NA>		+	many	<NA>							
<NA>	<NA>		+	more	<NA>							
<NA>	<NA>		+	morphophonological	<NA>							
<NA>	<NA>		+	others	<NA>							
<NA>	<NA>		+	perhaps	<NA>							
<NA>	<NA>		+	uau	<NA>							
<NA>	<NA>		+	ː	<NA>							
a	unrounded open front vowel		+	a	◌a							
ae	from unrounded open front to unrounded close-mid front diphthong	+	+	ae	◌a ◌e							
ai	from unrounded open front to unrounded close front diphthong	+	+	ai	◌a ◌i							
ai̯	from unrounded open front to non-syllabic unrounded close front diphthong	+	+	aj	◌a ◌i ◌̯							
ao	from unrounded open front to rounded close-mid back diphthong	+	+	ao	◌a ◌o							
au	from unrounded open front to rounded close back diphthong	+	+	au	◌a ◌u							
au̯	from unrounded open front to non-syllabic rounded close back diphthong	+	+	aw	◌a ◌u ◌̯							
aɔ	from unrounded open front to rounded open-mid back diphthong	+	+	aɔ	◌a ◌ɔ							
aɛ	from unrounded open front to unrounded open-mid front diphthong	+	+	aɛ	◌a ◌ɛ							
aɨ	from unrounded open front to unrounded close central diphthong	+	+	aɨ	◌a ◌ɨ							
aɪ	from unrounded open front to unrounded near-close near-front diphthong	+	+	aɪ	◌a ◌ɪ							
aɯ	from unrounded open front to unrounded close back diphthong	+	+	aɯ	◌a ◌ɯ							
aʉ	from unrounded open front to rounded close central diphthong	+	+	aʉ	◌a ◌ʉ							
aː	long unrounded open front vowel		+	aa	◌a ◌ː							
aː	long unrounded open front vowel		+	aː	◌a ◌ː							
aːa	from long unrounded open front to unrounded open front diphthong	+	+	aːa	◌a ◌ː ◌a							
aːi̯	from long unrounded open front to non-syllabic unrounded close front diphthong	+	+	aːj	◌a ◌ː ◌i ◌̯							
aːu̯	from long unrounded open front to non-syllabic rounded close back diphthong	+	+	aːw	◌a ◌ː ◌u ◌̯							
ã	nasalized unrounded open front vowel		+	ã	◌a ◌̃							
ãĩ	from nasalized unrounded open front to nasalized unrounded close front diphthong	+	+	ãĩ	◌a ◌̃ ◌i ◌̃							
ãũ	from nasalized unrounded open front to nasalized rounded close back diphthong	+	+	ãũ	◌a ◌̃ ◌u ◌̃							
ãː	long nasalized unrounded open front vowel		+	ãː	◌a ◌̃ ◌ː							
ḁ	devoiced unrounded open front vowel		+	ḁ	◌a ◌̥							
a̰	creaky unrounded open front vowel		+	a̰	◌a ◌̰							
a̰ḭ	from creaky unrounded open front to creaky unrounded close front diphthong	+	+	a̰ḭ	◌a ◌̰ ◌i ◌̰							
a̰ṵ	from creaky unrounded open front to creaky rounded close back diphthong	+	+	a̰ṵ	◌a ◌̰ ◌u ◌̰							
ã̰	nasalized creaky unrounded open front vowel	+	+	ã̰	◌a ◌̰ ◌̃							
ã̰ḭ̃	from nasalized creaky unrounded open front to nasalized creaky unrounded close front diphthong	+	+	ã̰ḭ̃	◌a ◌̰ ◌̃ ◌i ◌̰ ◌̃							
ã̰ṵ	from nasalized creaky unrounded open front to creaky rounded close back diphthong	+	+	ã̰ṵ	◌a ◌̰ ◌̃ ◌u ◌̰							
b	voiced bilabial stop consonant		+	b	◌b							
bʰ	aspirated voiced bilabial stop consonant		+	bʰ	◌b ◌ʰ							
bʲ	palatalized voiced bilabial stop consonant		+	bʲ	◌b ◌ʲ							
bː	long voiced bilabial stop consonant		+	bː	◌b ◌ː							
c	voiceless palatal stop consonant		+	c	◌c							
cʰ	aspirated voiceless palatal stop consonant		+	cʰ	◌c ◌ʰ							
ç	voiceless palatal sibilant fricative consonant		+	ç	◌c ◌̧							
cⁿ	with-nasal-release voiceless palatal stop consonant	+	+	c\textsuperscript{ɲ}	◌c ◌ⁿ							
d	voiced alveolar stop consonant		+	d	◌d							
dz	voiced alveolar sibilant affricate consonant		+	d͡z	◌d ◌z							
dzʰ	aspirated voiced alveolar sibilant affricate consonant	+	+	d͡zʰ	◌d ◌z ◌ʰ							
dz̪	voiced dental sibilant affricate consonant		+	d̪͡z̪	◌d ◌z ◌̪							
dʑ	voiced alveolo-palatal sibilant affricate consonant		+	d͡ʑ	◌d ◌ʑ							
dʑʰ	aspirated voiced alveolo-palatal sibilant affricate consonant	+	+	d͡ʑʰ	◌d ◌ʑ ◌ʰ							
dʒ	voiced post-alveolar sibilant affricate consonant		+	d͡ʒ	◌d ◌ʒ							
dʒː	long voiced post-alveolar sibilant affricate consonant		+	d͡ʒː	◌d ◌ʒ ◌ː							
dʲ	palatalized voiced alveolar stop consonant		+	dʲ	◌d ◌ʲ							
dʷ	labialized voiced alveolar stop consonant	+	+	dʷ	◌d ◌ʷ							
dː	long voiced alveolar stop consonant		+	dː	◌d ◌ː							
dˤ	pharyngealized voiced alveolar stop consonant		+	dˤ	◌d ◌ˤ							
dˤː	pharyngealized long voiced alveolar stop consonant	+	+	dˤː	◌d ◌ˤ ◌ː							
d̪	voiced dental stop consonant		+	d̪	◌d ◌̪							
d̪ʰ	aspirated voiced dental stop consonant	+	+	d̪ʰ	◌d ◌̪ ◌ʰ							
e	unrounded close-mid front vowel		+	e	◌e							
ea	from unrounded close-mid front to unrounded open front diphthong	+	+	ea	◌e ◌a							
ei	from unrounded close-mid front to unrounded close front diphthong	+	+	ei	◌e ◌i							
ei̯	from unrounded close-mid front to non-syllabic unrounded close front diphthong	+	+	ej	◌e ◌i ◌̯							
eo	from unrounded close-mid front to rounded close-mid back diphthong	+	+	eo	◌e ◌o							
eu	from unrounded close-mid front to rounded close back diphthong	+	+	eu	◌e ◌u							
eɪ	from unrounded close-mid front to unrounded near-close near-front diphthong	+	+	eɪ	◌e ◌ɪ							
eʊ	from unrounded close-mid front to rounded near-close near-back diphthong	+	+	eʊ	◌e ◌ʊ							
eː	long unrounded close-mid front vowel		+	ee	◌e ◌ː							
eː	long unrounded close-mid front vowel		+	eː	◌e ◌ː							
ẽ	nasalized unrounded close-mid front vowel		+	ẽ	◌e ◌̃							
ẽĩ	from nasalized unrounded close-mid front to nasalized unrounded close front diphthong	+	+	ẽĩ	◌e ◌̃ ◌i ◌̃							
ẽũ	from nasalized unrounded close-mid front to nasalized rounded close back diphthong	+	+	ẽũ	◌e ◌̃ ◌u ◌̃							
ẽː	long nasalized unrounded close-mid front vowel		+	ẽː	◌e ◌̃ ◌ː							
ḛ	creaky unrounded close-mid front vowel		+	ḛ	◌e ◌̰							
ḛḭ	from creaky unrounded close-mid front to creaky unrounded close front diphthong	+	+	ḛḭ	◌e ◌̰ ◌i ◌̰							
ḛː	long creaky unrounded close-mid front vowel	+	+	ḛː	◌e ◌̰ ◌ː							
f	voiceless labio-dental fricative consonant		+	f	◌f							
fʲ	palatalized voiceless labio-dental fricative consonant		+	fʲ	◌f ◌ʲ							
fʷ	labialized voiceless labio-dental fricative consonant	+	+	fʷ	◌f ◌ʷ							
fʼ	voiceless labio-dental ejective fricative consonant		+	f'	◌f ◌ʼ							
fː	long voiceless labio-dental fricative consonant		+	fː	◌f ◌ː							
g	voiced velar stop consonant		+	ɡ	◌g							
gb	voiced velar-and-bilabial stop consonant		+	ɡ͡b	◌g ◌b							
gʰ	aspirated voiced velar stop consonant		+	ɡʰ	◌g ◌ʰ							
gʲ	palatalized voiced velar stop consonant		+	ɡʲ	◌g ◌ʲ							
gʷ	labialized voiced velar stop consonant		+	ɡʷ	◌g ◌ʷ							
gʷː	labialized long voiced velar stop consonant	+	+	ɡʷː	◌g ◌ʷ ◌ː							
gː	long voiced velar stop consonant		+	ɡː	◌g ◌ː							
h	voiceless glottal fricative consonant		+	h	◌h							
hʲ	palatalized voiceless glottal fricative consonant	+	+	hʲ	◌h ◌ʲ							
hː	long voiceless glottal fricative consonant	+	+	hː	◌h ◌ː							
i	unrounded close front vowel		+	i	◌i							
ia	from unrounded close front to unrounded open front diphthong	+	+	ia	◌i ◌a							
ie	from unrounded close front to unrounded close-mid front diphthong	+	+	ie	◌i ◌e							
io	from unrounded close front to rounded close-mid back diphthong	+	+	io	◌i ◌o							
iu	from unrounded close front to rounded close back diphthong	+	+	iu	◌i ◌u							
iu̯	from unrounded close front to non-syllabic rounded close back diphthong	+	+	iw	◌i ◌u ◌̯							
iu̯	from unrounded close front to non-syllabic rounded close back diphthong	+	+	iːw	◌i ◌u ◌̯							
iɔ	from unrounded close front to rounded open-mid back diphthong	+	+	iɔ	◌i ◌ɔ							
iə	from unrounded close front to unrounded mid central diphthong	+	+	iə	◌i ◌ə							
iə̰	from unrounded close front to creaky unrounded mid central diphthong	+	+	iə̰	◌i ◌ə ◌̰							
iɛ	from unrounded close front to unrounded open-mid front diphthong	+	+	iɛ	◌i ◌ɛ							
iɨ	from unrounded close front to unrounded close central diphthong	+	+	iɨ	◌i ◌ɨ							
iː	long unrounded close front vowel		+	ii	◌i ◌ː							
iː	long unrounded close front vowel		+	iː	◌i ◌ː							
iːa	from long unrounded close front to unrounded open front diphthong	+	+	iːa	◌i ◌ː ◌a							
ĩ	nasalized unrounded close front vowel		+	i\~{}	◌i ◌̃							
ĩ	nasalized unrounded close front vowel		+	ĩ	◌i ◌̃							
ĩũ	from nasalized unrounded close front to nasalized rounded close back diphthong	+	+	ĩũ	◌i ◌̃ ◌u ◌̃							
ĩː	long nasalized unrounded close front vowel		+	ĩː	◌i ◌̃ ◌ː							
i̥	devoiced unrounded close front vowel		+	i̥	◌i ◌̥							
i̯e	from non-syllabic unrounded close front to unrounded close-mid front diphthong	+	+	jə	◌i ◌̯ ◌e							
ḭ	creaky unrounded close front vowel		+	ḭ	◌i ◌̰							
ḭṵ	from creaky unrounded close front to creaky rounded close back diphthong	+	+	ḭṵ	◌i ◌̰ ◌u ◌̰							
ḭ̃	nasalized creaky unrounded close front vowel	+	+	ḭ̃	◌i ◌̰ ◌̃							
ḭ̃ṵ̃	from nasalized creaky unrounded close front to nasalized creaky rounded close back diphthong	+	+	ḭ̃ṵ̃	◌i ◌̰ ◌̃ ◌u ◌̰ ◌̃							
j	voiced palatal approximant consonant		+	j	◌j							
jˀ	glottalized voiced palatal approximant consonant	+	+	j\textsuperscript{ʔ}/	◌j ◌ˀ							
jː	long voiced palatal approximant consonant		+	jː	◌j ◌ː							
jʼ	voiced palatal ejective approximant consonant	+	+	j’	◌j ◌ʼ							
k	voiceless velar stop consonant		+	k	◌k							
kp	voiceless velar-and-bilabial stop consonant		+	k͡p	◌k ◌p							
kpʷ	labialized voiceless velar-and-bilabial stop consonant	+	+	k͡pʷ	◌k ◌p ◌ʷ							
kʰ	aspirated voiceless velar stop consonant		+	kʰ	◌k ◌ʰ							
kʲ	palatalized voiceless velar stop consonant		+	kʲ	◌k ◌ʲ							
kʲʰ	palatalized aspirated voiceless velar stop consonant	+	+	kʲʰ	◌k ◌ʲ ◌ʰ							
kʷ	labialized voiceless velar stop consonant		+	kʷ	◌k ◌ʷ							
kʷʰ	labialized aspirated voiceless velar stop consonant		+	kʰʷ	◌k ◌ʷ ◌ʰ							
kʷʰ	labialized aspirated voiceless velar stop consonant		+	kʷʰ	◌k ◌ʷ ◌ʰ							
kʷː	labialized long voiceless velar stop consonant		+	kʷː	◌k ◌ʷ ◌ː							
kʼ	voiceless velar ejective stop consonant		+	k’	◌k ◌ʼ							
kʼʷ	labialized voiceless velar ejective stop consonant		+	k’ʷ	◌k ◌ʼ ◌ʷ							
kː	long voiceless velar stop consonant		+	kː	◌k ◌ː							
kʼʲ	palatalized voiceless velar ejective stop consonant	+	+	kʲ’	◌k ◌ʼ ◌ʲ							
kʼː	long voiceless velar ejective stop consonant	+	+	k’ː	◌k ◌ʼ ◌ː							
kⁿ	with-nasal-release voiceless velar stop consonant	+	+	k\textsuperscript{ŋ}	◌k ◌ⁿ							
l	voiced alveolar lateral approximant consonant		+	l	◌l							
lʰ	aspirated voiced alveolar lateral approximant consonant	+	+	lʰ	◌l ◌ʰ							
lʱ	breathy voiced alveolar lateral approximant consonant		+	l\textsuperscript{ɦ}	◌l ◌ʱ							
lʲ	palatalized voiced alveolar lateral approximant consonant		+	lʲ	◌l ◌ʲ							
lʷ	labialized voiced alveolar lateral approximant consonant	+	+	lʷ	◌l ◌ʷ							
lˀ	glottalized voiced alveolar lateral approximant consonant	+	+	l\textsuperscript{ʔ}	◌l ◌ˀ							
lˀ	glottalized voiced alveolar lateral approximant consonant	+	+	l\textsuperscript{ʔ}ː	◌l ◌ˀ							
lː	long voiced alveolar lateral approximant consonant		+	lː	◌l ◌ː							
lˠ	velarized voiced alveolar lateral approximant consonant		+	ɫ	◌l ◌ˠ							
lˤ	pharyngealized voiced alveolar lateral approximant consonant	+	+	lˤ	◌l ◌ˤ							
lˤː	pharyngealized long voiced alveolar lateral approximant consonant	+	+	lˤː	◌l ◌ˤ ◌ː							
l̥	devoiced voiced alveolar lateral approximant consonant		+	l̥	◌l ◌̥							
l̪	voiced dental lateral approximant consonant		+	l̪	◌l ◌̪							
lʼ	voiced alveolar ejective lateral approximant consonant	+	+	l’	◌l ◌ʼ							
m	voiced bilabial nasal consonant		+	m	◌m							
mʰ	aspirated voiced bilabial nasal consonant		+	mʰ	◌m ◌ʰ							
mʱ	breathy voiced bilabial nasal consonant		+	m\textsuperscript{ɦ}	◌m ◌ʱ							
mʱ	breathy voiced bilabial nasal consonant		+	n\textsuperscript{ɦ}	◌m ◌ʱ							
mʲ	palatalized voiced bilabial nasal consonant		+	mʲ	◌m ◌ʲ							
mː	long voiced bilabial nasal consonant		+	mː	◌m ◌ː							
m̥	devoiced voiced bilabial nasal consonant		+	m̥	◌m ◌̥							
mʼ	voiced bilabial ejective nasal consonant	+	+	m’	◌m ◌ʼ							
n	voiced alveolar nasal consonant		+	n	◌n							
nʰ	aspirated voiced alveolar nasal consonant	+	+	nʰ	◌n ◌ʰ							
nʲ	palatalized voiced alveolar nasal consonant		+	nʲ	◌n ◌ʲ							
nː	long voiced alveolar nasal consonant		+	nː	◌n ◌ː							
n̠	retracted voiced alveolar nasal consonant	+	+	n̠	◌n ◌̠							
n̥	devoiced voiced alveolar nasal consonant		+	n̥	◌n ◌̥							
n̪	voiced dental nasal consonant		+	n̪	◌n ◌̪							
n̪ʼ	voiced dental ejective nasal consonant	+	+	n̪’	◌n ◌̪ ◌ʼ							
nʼ	voiced alveolar ejective nasal consonant	+	+	n’	◌n ◌ʼ							
o	rounded close-mid back vowel		+	o	◌o							
oa	from rounded close-mid back to unrounded open front diphthong	+	+	oa	◌o ◌a							
oe	from rounded close-mid back to unrounded close-mid front diphthong	+	+	oe	◌o ◌e							
oi	from rounded close-mid back to unrounded close front diphthong	+	+	oi	◌o ◌i							
ou	from rounded close-mid back to rounded close back diphthong	+	+	ou	◌o ◌u							
ou̯	from rounded close-mid back to non-syllabic rounded close back diphthong	+	+	ow	◌o ◌u ◌̯							
oɨ	from rounded close-mid back to unrounded close central diphthong	+	+	oɨ	◌o ◌ɨ							
oɯ	from rounded close-mid back to unrounded close back diphthong	+	+	oɯ	◌o ◌ɯ							
oː	long rounded close-mid back vowel		+	oo	◌o ◌ː							
oː	long rounded close-mid back vowel		+	oː	◌o ◌ː							
õ	nasalized rounded close-mid back vowel		+	õ	◌o ◌̃							
õː	long nasalized rounded close-mid back vowel		+	õː	◌o ◌̃ ◌ː							
o̰	creaky rounded close-mid back vowel		+	o̰	◌o ◌̰							
o̰ː	long creaky rounded close-mid back vowel	+	+	o̰ː	◌o ◌̰ ◌ː							
p	voiceless bilabial stop consonant		+	p	◌p							
pʰ	aspirated voiceless bilabial stop consonant		+	pʰ	◌p ◌ʰ							
pʲ	palatalized voiceless bilabial stop consonant		+	pʲ	◌p ◌ʲ							
pʼ	voiceless bilabial ejective stop consonant		+	p’	◌p ◌ʼ							
pʼː	long voiceless bilabial ejective stop consonant	+	+	p’ː	◌p ◌ʼ ◌ː							
pⁿ	with-nasal-release voiceless bilabial stop consonant	+	+	p\textsuperscript{m}	◌p ◌ⁿ							
q	voiceless uvular stop consonant		+	q	◌q							
qʰ	aspirated voiceless uvular stop consonant		+	qʰ	◌q ◌ʰ							
